packet_count,avg_packet_size,min_packet_size,max_packet_size,size_range,avg_inter_arrival_sec,duration_sec,bytes_per_sec,traffic_type,synthetic
20,79.93,78.39,90.74,12.34,0.130984,7.218,221.48,dns_like_burst,True
141,79.03,20,85.4,65.4,1.561209,32.543,342.44,interactive_ssh,True
225,364.02,216.34,578.06,361.72,0.759767,39.67,2064.65,web_browsing,True
23,138.88,135.01,153.85,18.84,0.939489,40.41,79.04,interactive_ssh,True
1397,1147.38,1128.77,1149.74,20.97,0.027917,55.178,29049.57,video_streaming,True
432,1216.02,1213.54,1217.84,4.3,0.017775,21.85,24042.54,video_streaming,True
158,360.9,193.96,384.82,190.86,1.424665,32.477,1755.76,web_browsing,True
67,868.94,851.18,870.9,19.72,1.411183,14.501,4014.82,web_browsing,True
72,75.88,64.39,130.71,66.32,0.117094,3.414,1600.04,dns_like_burst,True
12,100.95,77.06,102.12,25.06,0.094172,12.264,98.77,dns_like_burst,True
666,1416.74,1407.14,1421.61,14.47,0.000585,26.903,35072.69,bulk_transfer,True
144,133.07,93.63,222.25,128.62,1.59165,33.49,572.19,interactive_ssh,True
23,92.26,84.18,97.89,13.71,0.195938,2.739,774.74,dns_like_burst,True
74,106.99,62.61,133.36,70.75,0.757319,11.646,679.83,interactive_ssh,True
328,1406.44,1393.55,1418.38,24.83,0.001829,48.861,9441.21,bulk_transfer,True
426,838.45,579.82,865.41,285.58,1.206333,31.007,11519.18,web_browsing,True
303,1214.11,1178.94,1227.46,48.52,0.038727,27.357,13447.31,video_streaming,True
1248,1369.73,1369.53,1381.04,11.51,0.000662,11.693,146189.8,bulk_transfer,True
156,86.91,40.75,113.66,72.91,0.806277,41.196,329.11,interactive_ssh,True
90,76.84,72.74,92.2,19.46,0.125694,4.849,1426.02,dns_like_burst,True
197,157.8,118.6,263.96,145.36,1.237805,57.832,537.53,interactive_ssh,True
1325,1207.69,1167.24,1308.94,141.7,0.047951,15.621,102437.85,video_streaming,True
180,111.87,27.12,118.63,91.52,0.698035,21.363,942.58,interactive_ssh,True
669,1182.84,1127.18,1252.01,124.82,0.025867,30.105,26285.33,video_streaming,True
84,179.15,151.7,208.31,56.62,1.696506,23.238,647.61,interactive_ssh,True
1644,1397.35,1373.88,1421.5,47.61,0.000983,28.212,81426.39,bulk_transfer,True
1974,1290.28,1283.12,1304.69,21.57,0.018788,34.76,73274.78,video_streaming,True
330,357.84,132.93,527.28,394.35,1.26816,29.913,3947.77,web_browsing,True
256,536.7,306.78,627.14,320.37,0.578442,18.74,7331.66,web_browsing,True
2606,1195.02,1146.66,1227.06,80.4,0.034751,33.196,93813.19,video_streaming,True
457,1419.05,1398.35,1421.07,22.72,0.002191,12.7,51064.86,bulk_transfer,True
14,109.02,93.79,125.1,31.31,0.189969,13.829,110.36,dns_like_burst,True
261,340.07,144.2,343.9,199.7,0.42976,20.139,4407.25,web_browsing,True
1596,1368.07,1349.42,1378.58,29.16,0.001431,37.387,58400.8,bulk_transfer,True
137,160.39,145.37,197.95,52.58,0.600681,27.929,786.74,interactive_ssh,True
105,164.35,163.27,171.34,8.06,0.726681,51.631,334.22,interactive_ssh,True
1890,1422.17,1406.83,1442.57,35.74,0.001643,37.575,71534.39,bulk_transfer,True
863,1444.79,1441.06,1447.68,6.62,0.002553,14.707,84782.28,bulk_transfer,True
1613,1404.32,1386.2,1407.43,21.23,0.002946,53.166,42605.29,bulk_transfer,True
439,1283.01,1261.03,1298.43,37.4,0.01797,34.181,16478.05,video_streaming,True
1597,1212.83,1192.52,1214.42,21.91,0.034559,47.586,40702.8,video_streaming,True
846,1108.35,1082.58,1151.23,68.65,0.019307,41.193,22762.99,video_streaming,True
1277,1123.41,1049.08,1125.22,76.14,0.014703,36.052,39792.94,video_streaming,True
15,129.55,115.63,131.36,15.73,0.080773,2.416,804.21,dns_like_burst,True
58,121.68,95.01,130.79,35.77,0.188896,9.339,755.7,dns_like_burst,True
160,78.55,21.67,90.88,69.22,1.096658,23.558,533.46,interactive_ssh,True
464,646.52,622.04,750.22,128.19,0.342254,33.377,8987.76,web_browsing,True
43,125.05,117.8,152.97,35.17,0.197231,2.725,1973.22,dns_like_burst,True
886,1388.16,1370.66,1390.98,20.32,0.001002,35.237,34904.21,bulk_transfer,True
46,77.91,70.96,87.8,16.84,0.021464,14.468,247.72,dns_like_burst,True
86,135.39,101.31,159.46,58.15,1.673567,45.658,255.03,interactive_ssh,True
49,105.88,73.28,133.02,59.74,0.141079,12.667,409.58,dns_like_burst,True
74,541.19,187.04,678.41,491.37,1.185474,6.548,6116.12,web_browsing,True
1569,1384.7,1371.61,1389.82,18.21,0.002027,34.685,62638.52,bulk_transfer,True
1061,1386.23,1384.84,1387.29,2.45,0.00123,52.257,28145.1,bulk_transfer,True
98,352.71,331.18,661.67,330.49,1.477125,8.142,4245.07,web_browsing,True
382,698.09,687.48,1032.83,345.35,1.403953,23.159,11514.81,web_browsing,True
474,716.21,700.07,762.89,62.82,0.752615,32.597,10414.41,web_browsing,True
1518,1237.03,1225.36,1269.44,44.08,0.046508,21.002,89409.89,video_streaming,True
445,1443.99,1443.22,1446.16,2.94,0.00235,22.661,28356.46,bulk_transfer,True
75,132.17,121.92,137.73,15.82,0.065086,8.651,1145.87,dns_like_burst,True
2710,1213.37,1159.47,1286.08,126.62,0.042013,21.043,156264.16,video_streaming,True
164,337.23,303.52,450.91,147.39,1.40303,37.762,1464.6,web_browsing,True
1076,1438.43,1430.39,1458.02,27.63,0.002784,57.035,27136.81,bulk_transfer,True
54,109.73,85.18,114.59,29.41,0.108188,7.569,782.84,dns_like_burst,True
2410,1120.42,1091.52,1172.83,81.31,0.01685,58.201,46394.15,video_streaming,True
447,880.46,792.82,935.8,142.98,0.502345,36.729,10715.48,web_browsing,True
92,132.69,121.59,133.69,12.1,0.047724,9.823,1242.79,dns_like_burst,True
2226,1154.23,1063.49,1226.4,162.91,0.019087,56.607,45388.6,video_streaming,True
36,124.4,99.37,160.91,61.54,0.089275,11.671,383.71,dns_like_burst,True
750,1388.68,1358.7,1406.03,47.33,0.000687,14.515,71753.53,bulk_transfer,True
439,340.53,332.57,389.76,57.19,0.758922,19.008,7865.01,web_browsing,True
434,1217.05,1191.7,1297.46,105.76,0.010614,21.067,25071.96,video_streaming,True
2021,1236.21,1220.35,1278.71,58.35,0.025209,34.625,72156.21,video_streaming,True
181,876.35,624.12,1040.38,416.26,0.997592,26.64,5954.24,web_browsing,True
364,474.58,459.77,485.78,26.01,1.142995,5.843,29567.2,web_browsing,True
539,1382.92,1369.06,1415.24,46.17,0.002366,11.595,64287.75,bulk_transfer,True
89,465.23,247.24,719.69,472.45,0.841081,15.093,2743.35,web_browsing,True
668,1447.17,1437.85,1454.38,16.53,0.000599,48.95,19748.96,bulk_transfer,True
198,170.24,163.87,172.46,8.6,1.080714,39.599,851.21,interactive_ssh,True
293,418.41,348.99,563.79,214.8,0.251799,14.107,8690.1,web_browsing,True
829,1355.53,1344.8,1384.82,40.01,0.002118,14.055,79954.95,bulk_transfer,True
1856,1146.89,1078.93,1218.81,139.88,0.025153,47.048,45243.83,video_streaming,True
911,1280.57,1199.31,1366.21,166.9,0.041164,38.782,30080.66,video_streaming,True
50,106.78,31.99,128.14,96.15,1.667129,42.451,125.77,interactive_ssh,True
84,97.75,87.17,103.21,16.04,0.190895,6.211,1321.95,dns_like_burst,True
141,162.17,154.78,168.96,14.18,1.119381,31.822,718.53,interactive_ssh,True
62,71.77,65.39,93.12,27.74,0.199989,7.207,617.42,dns_like_burst,True
138,845.91,798.48,869.76,71.28,0.367106,14.313,8155.81,web_browsing,True
266,400.5,259.11,484.82,225.71,0.672502,36.093,2951.62,web_browsing,True
1142,1399.39,1386.72,1410.92,24.2,0.002209,48.349,33053.95,bulk_transfer,True
158,672.73,613.14,950.65,337.51,0.382671,39.985,2658.26,web_browsing,True
1230,1439.79,1424.43,1449.79,25.36,0.002364,33.693,52561.08,bulk_transfer,True
410,825.31,586.67,1037.48,450.81,1.096829,32.003,10573.15,web_browsing,True
42,129.06,94.82,183.9,89.08,0.081858,2.358,2299.06,dns_like_burst,True
320,397.69,326.96,403.09,76.13,1.201734,36.138,3521.5,web_browsing,True
84,112.52,98.2,116.91,18.71,0.031126,12.289,769.12,dns_like_burst,True
1656,1418.29,1414.51,1428.45,13.94,0.000578,16.655,141022.84,bulk_transfer,True
1702,1298.9,1230.1,1304.45,74.35,0.011266,52.672,41971.4,video_streaming,True
152,564.02,260.5,711.67,451.17,1.059512,36.991,2317.63,web_browsing,True
75,79.2,73.67,98.87,25.2,0.064778,5.164,1150.16,dns_like_burst,True
1648,1131.34,1090.37,1136.15,45.78,0.031179,52.827,35293.13,video_streaming,True
599,1219.84,1202.53,1221.7,19.17,0.03473,46.133,15838.67,video_streaming,True
1548,1431.89,1415.93,1439.14,23.21,0.002587,29.654,74746.95,bulk_transfer,True
251,491.78,446.21,655.21,209.0,0.257456,37.403,3300.15,web_browsing,True
439,1285.07,1264.25,1326.08,61.84,0.017726,35.105,16070.46,video_streaming,True
1479,1358.41,1343.92,1368.44,24.52,0.002274,32.348,62108.2,bulk_transfer,True
365,1366.64,1356.77,1373.65,16.88,0.000842,31.526,15822.53,bulk_transfer,True
2011,1268.72,1229.69,1316.04,86.34,0.012004,43.193,59069.48,video_streaming,True
82,132.71,125.08,156.31,31.23,0.06936,10.06,1081.76,dns_like_burst,True
1834,1245.52,1239.93,1301.88,61.95,0.03651,19.052,119900.22,video_streaming,True
1347,1355.68,1354.09,1359.79,5.7,0.000744,32.609,56000.35,bulk_transfer,True
127,433.31,368.37,523.07,154.69,0.274918,14.891,3695.49,web_browsing,True
159,644.23,601.07,930.54,329.47,1.203863,34.344,2982.55,web_browsing,True
1140,1368.54,1368.38,1369.8,1.42,0.00141,26.446,58992.36,bulk_transfer,True
867,1375.94,1368.99,1379.81,10.82,0.002775,27.689,43083.11,bulk_transfer,True
1709,1280.21,1248.45,1306.81,58.36,0.041593,16.191,135126.76,video_streaming,True
320,1137.64,1018.45,1165.8,147.35,0.035596,56.53,6439.83,video_streaming,True
98,129.91,77.52,156.3,78.78,1.170184,31.918,398.89,interactive_ssh,True
2348,1298.27,1249.55,1359.61,110.06,0.033376,21.259,143388.9,video_streaming,True
67,137.81,120.88,145.95,25.07,0.056498,12.791,721.89,dns_like_burst,True
74,132.52,126.52,136.21,9.69,0.117341,3.386,2896.13,dns_like_burst,True
1623,1276.73,1262.3,1346.28,83.98,0.045768,51.415,40302.34,video_streaming,True
2324,1297.56,1182.57,1381.6,199.03,0.044933,16.158,186624.4,video_streaming,True
971,1213.67,1169.11,1225.73,56.62,0.047976,27.757,42457.33,video_streaming,True
21,116.97,84.73,186.51,101.78,1.871563,12.018,204.39,interactive_ssh,True
800,1231.5,1209.95,1316.48,106.53,0.030972,18.282,53888.89,video_streaming,True
2352,1285.26,1282.84,1367.66,84.82,0.025079,25.834,117012.07,video_streaming,True
81,73.75,23.72,79.23,55.52,0.187523,5.241,1139.86,dns_like_burst,True
474,604.21,550.69,691.8,141.11,1.091382,30.744,9315.38,web_browsing,True
1209,1385.56,1382.04,1386.2,4.16,0.001199,22.959,72963.02,bulk_transfer,True
207,399.55,292.36,614.65,322.28,1.139302,9.124,9064.73,web_browsing,True
42,86.19,53.48,117.43,63.95,0.913169,38.449,94.15,interactive_ssh,True
49,121.96,116.04,133.28,17.24,0.166812,6.162,969.84,dns_like_burst,True
309,774.45,542.61,958.01,415.39,1.455553,18.683,12808.81,web_browsing,True
1701,1400.57,1382.71,1403.04,20.33,0.001114,32.353,73637.01,bulk_transfer,True
1153,1445.39,1436.76,1452.85,16.09,0.001575,34.674,48063.41,bulk_transfer,True
95,134.77,99.44,148.74,49.29,0.032646,11.813,1083.78,dns_like_burst,True
1138,1416.25,1409.06,1432.85,23.79,0.002568,53.908,29896.8,bulk_transfer,True
46,79.75,65.33,101.84,36.51,0.72644,17.416,210.65,interactive_ssh,True
89,97.0,57.39,111.17,53.78,0.120706,14.475,596.38,dns_like_burst,True
1239,1117.41,1062.78,1218.69,155.91,0.049926,34.08,40623.93,video_streaming,True
1183,1398.38,1392.41,1401.96,9.55,0.001357,23.238,71189.38,bulk_transfer,True
28,92.24,78.92,92.72,13.8,0.152162,9.667,267.16,dns_like_burst,True
2086,1182.98,1058.55,1203.81,145.25,0.027594,37.107,66501.81,video_streaming,True
67,118.49,114.07,136.61,22.54,0.077061,8.84,898.06,dns_like_burst,True
56,78.04,58.74,82.2,23.45,0.086607,2.851,1533.02,dns_like_burst,True
185,64.07,21.73,87.89,66.17,1.801997,32.515,364.51,interactive_ssh,True
96,75.31,58.43,78.23,19.79,1.994744,29.944,241.44,interactive_ssh,True
189,167.49,160.43,233.44,73.01,0.832456,24.549,1289.48,interactive_ssh,True
70,127.32,109.64,130.8,21.17,0.045873,9.097,979.7,dns_like_burst,True
2285,1156.0,1130.05,1231.1,101.05,0.04025,24.06,109788.07,video_streaming,True
118,72.85,67.5,91.6,24.1,0.55164,52.386,164.1,interactive_ssh,True
232,852.54,730.41,1079.04,348.63,1.184947,36.144,5472.33,web_browsing,True
388,433.78,289.09,634.94,345.85,1.454859,29.922,5624.77,web_browsing,True
71,122.31,80.21,153.33,73.12,1.311553,45.865,189.33,interactive_ssh,True
21,115.12,82.6,148.77,66.17,0.133995,5.268,458.86,dns_like_burst,True
126,109.97,21.22,211.61,190.39,1.045672,19.86,697.71,interactive_ssh,True
52,100.09,61.52,148.35,86.82,1.261555,23.374,222.66,interactive_ssh,True
1283,1412.96,1406.15,1420.9,14.75,0.001178,22.423,80848.09,bulk_transfer,True
74,123.7,121.51,166.62,45.11,1.824024,37.753,242.46,interactive_ssh,True
81,127.2,118.35,128.89,10.54,0.142804,4.536,2271.39,dns_like_burst,True
61,89.77,53.81,114.74,60.94,0.157249,13.476,406.33,dns_like_burst,True
657,1398.51,1394.18,1401.23,7.05,0.001987,56.096,16379.33,bulk_transfer,True
946,1358.05,1344.51,1368.17,23.66,0.001344,34.133,37638.99,bulk_transfer,True
177,102.66,72.63,113.81,41.19,1.099526,10.665,1703.66,interactive_ssh,True
74,172.59,169.81,196.52,26.71,1.908067,48.34,264.21,interactive_ssh,True
156,63.03,53.76,84.69,30.92,1.867613,15.246,644.91,interactive_ssh,True
69,120.21,118.37,125.3,6.93,0.186259,4.867,1704.11,dns_like_burst,True
1449,1434.04,1412.4,1436.85,24.45,0.002499,14.239,145933.01,bulk_transfer,True
14,81.44,62.9,100.91,38.01,0.010882,8.758,130.2,dns_like_burst,True
1666,1414.35,1406.7,1422.89,16.18,0.000843,33.387,70575.82,bulk_transfer,True
1022,1424.34,1416.74,1428.82,12.08,0.002983,11.377,127943.57,bulk_transfer,True
62,91.64,75.33,107.89,32.56,0.160624,5.164,1100.24,dns_like_burst,True
28,155.43,141.63,159.73,18.11,0.652082,29.765,146.22,interactive_ssh,True
247,382.61,378.05,458.5,80.45,1.44435,10.22,9246.91,web_browsing,True
119,159.82,143.92,170.17,26.25,0.876835,20.894,910.26,interactive_ssh,True
29,99.17,93.77,108.75,14.98,0.048474,9.94,289.34,dns_like_burst,True
64,116.42,106.83,117.12,10.28,0.045624,6.217,1198.54,dns_like_burst,True
109,365.93,201.75,425.39,223.64,0.666571,21.974,1815.18,web_browsing,True
359,794.55,779.58,897.31,117.73,0.413414,8.284,34431.3,web_browsing,True
115,111.1,51.05,111.12,60.07,0.770778,28.019,455.99,interactive_ssh,True
45,127.48,94.92,131.13,36.22,0.151223,11.876,483.05,dns_like_burst,True
431,429.52,20,843.14,823.14,1.39978,18.168,10189.68,web_browsing,True
54,86.6,57.76,93.03,35.27,0.07487,4.027,1161.4,dns_like_burst,True
221,1403.75,1391.63,1404.02,12.4,0.001291,51.971,5969.31,bulk_transfer,True
63,132.73,102.61,144.11,41.51,0.06577,14.722,568.0,dns_like_burst,True
131,149.42,85.16,163.67,78.51,1.178731,21.297,919.09,interactive_ssh,True
1309,1427.91,1422.79,1437.25,14.46,0.002529,59.246,31548.44,bulk_transfer,True
948,1238.58,1197.53,1252.33,54.8,0.048317,38.265,30685.51,video_streaming,True
69,116.3,89.82,127.18,37.36,1.945796,27.657,290.15,interactive_ssh,True
78,782.5,652.34,814.76,162.42,1.480753,7.498,8139.79,web_browsing,True
95,87.95,36.45,104.82,68.36,1.741888,19.708,423.94,interactive_ssh,True
54,300.21,136.9,622.47,485.58,0.736399,33.329,486.41,web_browsing,True
228,317.01,251.1,377.15,126.05,0.328109,38.134,1895.39,web_browsing,True
1248,1369.94,1366.9,1387.55,20.65,0.002518,35.388,48313.13,bulk_transfer,True
39,91.66,72.89,98.76,25.87,0.144584,14.038,254.66,dns_like_burst,True
383,409.04,379.74,609.4,229.66,1.362223,7.869,19909.08,web_browsing,True
1400,1179.86,1153.85,1236.73,82.89,0.048917,32.418,50952.38,video_streaming,True
1656,1241.72,1237.58,1243.57,5.99,0.045228,16.698,123147.22,video_streaming,True
67,129.48,119.39,140.1,20.7,0.146935,4.238,2047.16,dns_like_burst,True
67,108.74,83.88,140.66,56.77,0.060615,7.353,990.77,dns_like_burst,True
57,107.43,87.73,120.96,33.23,0.033848,11.759,520.74,dns_like_burst,True
66,123.05,109.1,133.94,24.84,0.058832,3.614,2247.31,dns_like_burst,True
12,135.63,119.64,149.07,29.43,0.169547,8.833,184.26,dns_like_burst,True
995,1263.84,1256.17,1317.12,60.96,0.028736,57.184,21990.88,video_streaming,True
200,159.18,111.71,202.29,90.58,1.962151,46.158,689.73,interactive_ssh,True
381,1430.16,1404.62,1445.0,40.38,0.000667,53.139,10254.14,bulk_transfer,True
92,140.14,128.84,146.55,17.71,1.618006,54.185,237.94,interactive_ssh,True
56,801.28,644.58,994.56,349.98,0.852831,24.521,1829.9,web_browsing,True
185,63.42,20,101.96,81.96,1.89724,26.523,442.39,interactive_ssh,True
1856,1131.2,1108.87,1215.81,106.95,0.037768,23.917,87782.71,video_streaming,True
21,162.9,103.6,187.59,84.0,1.355511,25.388,134.75,interactive_ssh,True
114,129.28,85.83,181.64,95.81,1.163422,18.838,782.38,interactive_ssh,True
22,66.74,30.33,143.0,112.67,1.392086,38.924,37.72,interactive_ssh,True
443,570.02,476.96,637.72,160.76,0.652694,29.387,8592.85,web_browsing,True
185,84.6,66.92,122.7,55.78,0.531378,22.835,685.39,interactive_ssh,True
170,170.47,164.62,240.16,75.53,0.932782,17.033,1701.36,interactive_ssh,True
120,899.09,811.93,998.28,186.35,1.154593,10.871,9924.44,web_browsing,True
115,84.73,77.61,170.5,92.9,1.251785,28.965,336.42,interactive_ssh,True
467,666.14,548.09,759.03,210.95,0.799551,38.452,8090.25,web_browsing,True
909,1245.65,1163.85,1284.23,120.38,0.014575,52.282,21657.32,video_streaming,True
1946,1369.51,1368.5,1384.66,16.16,0.002508,19.996,133281.1,bulk_transfer,True
138,566.96,557.86,633.3,75.44,1.405233,16.982,4607.2,web_browsing,True
51,124.54,106.83,143.86,37.03,0.180628,5.79,1096.97,dns_like_burst,True
1627,1151.12,1144.9,1215.24,70.34,0.031007,37.203,50342.68,video_streaming,True
284,636.96,496.0,773.47,277.47,1.406555,36.134,5006.33,web_browsing,True
69,109.84,103.57,134.6,31.03,0.01866,8.091,936.78,dns_like_burst,True
320,1268.46,1220.4,1317.47,97.07,0.015961,19.231,21107.35,video_streaming,True
370,330.19,227.63,445.64,218.01,1.011324,38.997,3132.83,web_browsing,True
136,85.21,69.2,121.8,52.59,1.644052,16.12,718.91,interactive_ssh,True
915,1210.85,1188.08,1299.44,111.36,0.025233,21.491,51553.38,video_streaming,True
900,1405.59,1399.52,1418.62,19.1,0.002523,20.107,62914.55,bulk_transfer,True
360,385.07,214.5,494.78,280.28,0.187838,13.351,10382.99,web_browsing,True
234,340.89,291.82,503.94,212.12,0.460249,22.834,3493.41,web_browsing,True
834,1414.71,1386.87,1415.92,29.05,0.001211,29.29,40282.96,bulk_transfer,True
1849,1413.4,1410.28,1414.56,4.28,0.001085,33.759,77411.59,bulk_transfer,True
88,129.87,125.03,150.36,25.33,0.063819,10.601,1078.08,dns_like_burst,True
1032,1121.93,1068.12,1216.93,148.81,0.038947,35.474,32638.67,video_streaming,True
1730,1402.41,1394.76,1404.75,9.99,0.002551,35.437,68463.71,bulk_transfer,True
76,120.06,90.0,153.04,63.04,0.712719,40.185,227.06,interactive_ssh,True
2641,1226.92,1195.14,1263.95,68.81,0.041813,54.277,59699.9,video_streaming,True
1752,1133.6,1132.03,1188.41,56.39,0.040545,45.623,43531.82,video_streaming,True
36,136.59,88.37,187.1,98.73,1.102929,23.212,211.83,interactive_ssh,True
39,104.67,75.55,137.23,61.68,0.889922,48.889,83.5,interactive_ssh,True
1576,1367.79,1366.15,1370.14,4.0,0.001126,10.767,200202.08,bulk_transfer,True
430,1420.33,1416.6,1452.15,35.55,0.001715,11.242,54328.3,bulk_transfer,True
205,346.77,323.01,531.04,208.03,0.202829,7.607,9345.02,web_browsing,True
980,1437.05,1431.21,1447.77,16.56,0.001106,24.653,57125.58,bulk_transfer,True
71,96.58,62.7,109.65,46.95,0.183717,13.598,504.25,dns_like_burst,True
97,148.0,123.74,158.51,34.77,1.456971,15.343,935.61,interactive_ssh,True
1326,1377.84,1365.66,1385.02,19.36,0.00271,57.887,31562.05,bulk_transfer,True
18,86.3,48.89,106.74,57.86,0.178168,8.784,176.84,dns_like_burst,True
66,73.82,72.78,87.99,15.21,0.040286,9.631,505.89,dns_like_burst,True
48,83.8,77.27,104.6,27.33,0.031468,6.218,646.87,dns_like_burst,True
56,65.3,54.13,65.31,11.18,1.598343,55.698,65.65,interactive_ssh,True
614,1434.0,1429.03,1439.8,10.77,0.001605,13.627,64611.16,bulk_transfer,True
1605,1241.39,1231.51,1292.08,60.57,0.020322,39.693,50196.11,video_streaming,True
187,65.47,20,82.82,62.82,0.955608,36.154,338.63,interactive_ssh,True
1443,1373.61,1362.89,1386.38,23.49,0.00246,39.786,49819.86,bulk_transfer,True
1234,1180.17,1040.32,1198.65,158.33,0.034985,20.5,71040.38,video_streaming,True
1529,1156.51,1122.61,1216.81,94.21,0.045639,22.272,79396.41,video_streaming,True
65,129.01,75.37,151.99,76.62,0.07092,7.208,1163.45,dns_like_burst,True
71,79.33,71.68,92.36,20.68,0.116994,14.814,380.2,dns_like_burst,True
360,1377.98,1355.7,1408.05,52.35,0.000809,58.214,8521.61,bulk_transfer,True
180,75.23,26.59,108.05,81.46,1.011967,48.926,276.77,interactive_ssh,True
692,1392.83,1389.87,1405.22,15.35,0.000806,48.847,19731.99,bulk_transfer,True
1129,1351.15,1335.56,1351.71,16.15,0.002789,41.085,37129.05,bulk_transfer,True
1168,1351.75,1324.89,1358.83,33.94,0.00292,32.473,48620.9,bulk_transfer,True
178,741.95,548.35,1129.36,581.02,1.1284,31.36,4211.34,web_browsing,True
149,80.6,66.88,100.01,33.13,0.757678,13.355,899.28,interactive_ssh,True
161,152.47,142.02,193.93,51.9,1.133583,37.701,651.1,interactive_ssh,True
1288,1418.07,1416.85,1418.15,1.3,0.002494,47.413,38522.33,bulk_transfer,True
530,1420.63,1405.39,1421.2,15.81,0.001553,27.831,27054.08,bulk_transfer,True
12,87.05,63.45,101.73,38.27,0.041897,6.055,172.52,dns_like_burst,True
56,144.05,143.53,168.04,24.5,1.399402,46.729,172.63,interactive_ssh,True
1457,1272.81,1249.09,1304.66,55.57,0.039356,58.341,31786.92,video_streaming,True
100,104.05,72.96,107.43,34.47,0.011117,10.99,946.79,dns_like_burst,True
166,77.64,20,88.65,68.65,1.321772,48.852,263.82,interactive_ssh,True
56,100.24,99.18,114.98,15.8,0.055248,7.072,793.8,dns_like_burst,True
75,133.1,110.06,146.62,36.56,0.187066,7.72,1293.11,dns_like_burst,True
325,689.06,657.74,908.51,250.77,0.295018,17.757,12611.5,web_browsing,True
476,423.63,223.28,593.7,370.42,0.249205,12.311,16380.19,web_browsing,True
12,128.61,114.04,145.54,31.5,0.05529,7.775,198.51,dns_like_burst,True
2901,1149.04,1082.66,1217.23,134.56,0.023377,46.69,71393.39,video_streaming,True
149,123.16,112.3,138.03,25.73,1.195874,11.851,1548.41,interactive_ssh,True
127,467.34,252.12,516.41,264.29,1.287339,19.41,3057.78,web_browsing,True
1619,1380.44,1378.28,1381.42,3.15,0.000652,23.439,95352.6,bulk_transfer,True
938,1445.95,1434.21,1457.46,23.24,0.000627,10.942,123953.43,bulk_transfer,True
200,1357.31,1326.14,1371.92,45.78,0.00182,33.408,8125.79,bulk_transfer,True
944,1411.37,1402.11,1415.75,13.64,0.001441,41.72,31934.84,bulk_transfer,True
573,1376.27,1360.65,1376.68,16.03,0.001423,38.317,20581.05,bulk_transfer,True
237,399.74,241.81,659.95,418.14,1.372935,10.804,8768.9,web_browsing,True
94,95.15,76.06,131.07,55.01,1.255624,23.585,379.21,interactive_ssh,True
41,170.66,145.76,229.46,83.7,0.619952,47.603,146.98,interactive_ssh,True
72,166.23,160.02,167.66,7.64,1.781491,31.826,376.06,interactive_ssh,True
146,652.53,611.44,674.04,62.6,0.649107,31.158,3057.61,web_browsing,True
378,889.29,811.53,969.33,157.8,1.182027,5.903,56944.34,web_browsing,True
67,745.81,652.2,941.59,289.39,1.330135,9.595,5207.94,web_browsing,True
1857,1357.44,1355.08,1381.58,26.5,0.001013,46.991,53643.3,bulk_transfer,True
113,71.01,26.36,88.05,61.69,0.56115,41.822,191.85,interactive_ssh,True
1958,1363.32,1346.97,1372.42,25.45,0.001927,38.013,70222.96,bulk_transfer,True
1692,1413.6,1402.15,1421.41,19.26,0.000636,16.491,145037.75,bulk_transfer,True
1625,1434.54,1401.98,1438.33,36.35,0.001389,21.14,110273.19,bulk_transfer,True
189,81.76,20,97.65,77.65,1.871124,42.786,361.14,interactive_ssh,True
1178,1130.38,1079.12,1290.3,211.18,0.02566,16.482,80788.4,video_streaming,True
53,118.41,115.72,155.97,40.25,0.129339,7.886,795.81,dns_like_burst,True
479,1243.48,1231.03,1255.82,24.78,0.040124,58.64,10157.31,video_streaming,True
472,527.41,425.1,562.0,136.9,1.040708,32.713,7609.77,web_browsing,True
646,1426.82,1419.04,1435.04,16.0,0.001477,53.571,17205.69,bulk_transfer,True
46,91.37,78.7,107.51,28.81,1.836911,56.259,74.71,interactive_ssh,True
208,1427.6,1422.72,1434.3,11.58,0.002048,16.017,18539.35,bulk_transfer,True
348,397.34,178.32,445.21,266.9,1.14378,9.723,14221.31,web_browsing,True
139,714.79,682.58,732.24,49.66,1.098448,32.045,3100.51,web_browsing,True
144,533.8,491.22,608.29,117.07,0.334383,17.304,4442.12,web_browsing,True
613,1443.22,1430.48,1456.58,26.1,0.001015,32.284,27403.27,bulk_transfer,True
118,118.86,83.6,217.15,133.55,0.796013,16.333,858.75,interactive_ssh,True
246,811.88,793.71,1128.41,334.69,0.46809,5.264,37942.19,web_browsing,True
45,99.82,67.58,111.08,43.5,0.165578,14.525,309.24,dns_like_burst,True
325,796.43,714.26,864.89,150.63,0.981229,16.904,15312.85,web_browsing,True
180,65.82,20,110.61,90.61,1.573098,10.317,1148.29,interactive_ssh,True
80,866.22,756.51,883.48,126.97,0.338908,35.263,1965.14,web_browsing,True
116,142.49,82.56,148.96,66.41,1.222353,50.272,328.8,interactive_ssh,True
197,177.8,150.83,219.42,68.59,1.208211,36.531,958.82,interactive_ssh,True
2169,1283.88,1265.63,1290.59,24.96,0.022571,38.989,71424.21,video_streaming,True
147,101.62,57.9,127.5,69.6,1.696083,20.022,746.12,interactive_ssh,True
261,701.65,636.22,748.24,112.02,0.574221,7.308,25057.95,web_browsing,True
50,392.89,315.39,582.58,267.18,0.765091,24.175,812.58,web_browsing,True
248,782.18,550.1,864.78,314.68,1.300243,17.87,10854.84,web_browsing,True
